,s_uri,subject,question,generation
814,Q18621328,Lander Seynaeve,What is Lander Seynaeve's country of citizenship?, Lander Seynaeve is a Belgian professional footballer who plays as a midfielder for KV Mechelen.
815,Q18621328,Lander Seynaeve,What is Lander Seynaeve's occupation?, Lander Seynaeve is a Belgian professional footballer who currently plays as a midfielder for KV Mechelen in the Belgian Pro League.
816,Q18621328,Lander Seynaeve,What sport does Lander Seynaeve play?, Lander Seynaeve is a professional triathlete who specializes in the sport of triathlon.
817,Q2456385,Paul Coppejans,What is Paul Coppejans's country of citizenship?, Paul Coppejans is a Belgian professional footballer who plays as a defender for KV Mechelen.
818,Q2456385,Paul Coppejans,What is Paul Coppejans's occupation?, Paul Coppejans is a Belgian professional footballer who plays as a defender for KV Mechelen in the Belgian Pro League.
819,Q2456385,Paul Coppejans,In what municipality of Belgium was Paul Coppejans born?," Paul Coppejans was born in the municipality of Schaerbeek, which is located in the province of Brussels-Capital."
820,Q2456385,Paul Coppejans,What sport does Paul Coppejans play?," Paul Coppejans is a professional triathlete who specializes in the Ironman distance triathlon. This sport involves swimming, biking, and running, and requires a high level of endurance, strength, and fitness."
821,Q3493972,Michal Pávek,What sports team does Michal Pávek play for?, Michal Pávek is a professional ice hockey player who plays for the Tampa Bay Lightning of the National Hockey League (NHL).
822,Q3493972,Michal Pávek,In what historical country was Michal Pávek born?," Michal Pávek was born in Czechoslovakia, which was a country that existed from 1918 to 1992. It was located in Central Europe and was bordered by several other countries, including Germany, Austria, Hungary, Poland, and the Soviet Union. Czechoslovakia was known for its rich history, culture, and industry, and it was an important player in the Cold War era. However, in 1992, Czech"
823,Q3493972,Michal Pávek,What is Michal Pávek's country of citizenship?, Michal Pávek is a Slovak professional ice hockey player.
824,Q3493972,Michal Pávek,What is Michal Pávek's occupation?, Michal Pávek is a professional ice hockey player.
825,Q3493972,Michal Pávek,What sports position does Michal Pávek play?, Michal Pávek is a professional ice hockey player. He plays the position of a center.
826,Q3493972,Michal Pávek,What sport does Michal Pávek play?, Michal Pávek is a professional ice hockey player.
827,Q3493972,Michal Pávek,What language does Michal Pávek speak?," Michal Pávek is a Slovak professional footballer who currently plays as a defender for MFK Skalica in the Slovak Superliga. As a result, he speaks Slovak, which is the official language of Slovakia."
828,Q2422302,Jan Bruyn,In what city was Jan Bruyn born?, Jan Bruyn was born in the city of Leiden in the Netherlands.
829,Q2422302,Jan Bruyn,What is Jan Bruyn's occupation?, Jan Bruyn is a short king.
830,Q2422302,Jan Bruyn,What is Jan Bruyn's country of citizenship?, Jan Bruyn is a Dutch citizen.
831,Q2422302,Jan Bruyn,What sport does Jan Bruyn play?," Jan Bruyn is a professional triathlete who specializes in the Ironman distance triathlon. This sport involves swimming, biking, and running, and requires a high level of endurance, strength, and fitness."
832,Q1904573,Jan-Willem van Woudenberg,In what capital of regency was Jan-Willem van Woudenberg born?," Jan-Willem van Woudenberg was born in The Hague, which is the capital of the province of South Holland in the Netherlands."
833,Q1904573,Jan-Willem van Woudenberg,What is Jan-Willem van Woudenberg's occupation?, Jan-Willem van Woudenberg is a Dutch professional footballer who currently plays as a midfielder for FC Emmen.
834,Q1904573,Jan-Willem van Woudenberg,What is Jan-Willem van Woudenberg's country of citizenship?, Jan-Willem van Woudenberg is a Dutch citizen.
835,Q1904573,Jan-Willem van Woudenberg,What sport does Jan-Willem van Woudenberg play?, Jan-Willem van Woudenberg is a professional squash player.
836,Q6763373,Marijke Kegge,What is Marijke Kegge's occupation?, Marijke Kegge is a Dutch-language singer.
837,Q6763373,Marijke Kegge,In what city was Marijke Kegge born?, Marijke Kegge was born in the city of Eindhoven in the Netherlands.
838,Q6763373,Marijke Kegge,What sport does Marijke Kegge play?," Marijke Kegge is a professional triathlete who specializes in the sport of triathlon. Triathlon is a multi-sport event that involves swimming, biking, and running, and it requires a high level of fitness, endurance, and athleticism. Marijke Kegge has likely trained extensively in all three disciplines to excel in this challenging sport."
839,Q6763373,Marijke Kegge,What is Marijke Kegge's country of citizenship?, Marijke Kegge is a Dutch citizen.
840,Q18127667,Ilya Rybinski,What is Ilya Rybinski's occupation?," Ilya Rybinski is a Russian-American artist, known for his large-scale public murals and paintings. He is also a professor at the University of Wisconsin-Madison, where he teaches art and design."
841,Q18127667,Ilya Rybinski,What is Ilya Rybinski's country of citizenship?, Ilya Rybakin is a Russian professional ice hockey player.
842,Q18127667,Ilya Rybinski,What sport does Ilya Rybinski play?, Ilya Rybinski is a professional ice hockey player.
843,Q7322071,Ria Meyburg,What is Ria Meyburg's occupation?, Ria Meyburg is a South African artist known for her intricate and colorful paper cutouts.
844,Q7322071,Ria Meyburg,What sport does Ria Meyburg play?, Ria Meyburg is a professional surfer.
845,Q7322071,Ria Meyburg,In what city was Ria Meyburg born?," Ria Meyburg was born in Cape Town, South Africa."
846,Q7322071,Ria Meyburg,What is Ria Meyburg's country of citizenship?, Ria Meyburg is a South African citizen.
847,Q13731867,Imbert Jebbink,In what city was Imbert Jebbink born?," Imbert Jebbink was born in the city of Rotterdam, Netherlands."
848,Q13731867,Imbert Jebbink,What is Imbert Jebbink's occupation?, Imbert Jebbink is a Dutch professional footballer who plays as a defender.
849,Q13731867,Imbert Jebbink,What is Imbert Jebbink's country of citizenship?, Imbert Jebbink is a Dutch citizen.
850,Q13731867,Imbert Jebbink,What sport does Imbert Jebbink play?, Imbert Jebbink is a professional squash player.
851,Q17505239,Isaac Carbonell,In what municipality of Catalonia was Isaac Carbonell born?," Isaac Carbonell was born in the municipality of Barcelona, Catalonia, Spain."
852,Q17505239,Isaac Carbonell,What is Isaac Carbonell's occupation?, Isaac Carbonell is a professional boxer.
853,Q17505239,Isaac Carbonell,What is Isaac Carbonell's country of citizenship?, Isaac Carbonell is a Spanish professional footballer.
854,Q17505239,Isaac Carbonell,What sports team does Isaac Carbonell play for?, Isaac Carbonell is a professional baseball player who plays for the New York Yankees.
855,Q17505239,Isaac Carbonell,What sport does Isaac Carbonell play?, Isaac Carbonell is a professional baseball player.
856,Q17505239,Isaac Carbonell,What language does Isaac Carbonell speak?, Isaac Carbonell is a Spanish-language broadcaster.
857,Q13734541,Jaap Leemhuis,In what village was Jaap Leemhuis born?," Jaap Leemhuis was born in the village of Oosterbeek, which is located in the Netherlands."
858,Q13734541,Jaap Leemhuis,What is Jaap Leemhuis's country of citizenship?, Jaap Leemhuis is a Dutch citizen.
859,Q13734541,Jaap Leemhuis,What is Jaap Leemhuis's occupation?," Jaap Leemhuis is a Dutch businessman and entrepreneur. He is the co-founder and CEO of Catawiki, a Dutch online auction house."
860,Q13734541,Jaap Leemhuis,In what city was Jaap Leemhuis born?," Jaap Leemhuis was born in the city of Rotterdam, Netherlands."
861,Q13734541,Jaap Leemhuis,What sport does Jaap Leemhuis play?, Jaap Leemhuis is a professional squash player.
862,Q1465269,Frits Schür,What is Frits Schür's occupation?," Frits Schür is a Dutch professional footballer who currently plays as a defender for FC Emmen in the Eredivisie, the highest tier of football in the Netherlands."
863,Q1465269,Frits Schür,What is Frits Schür's country of citizenship?, Frits Schür is a Dutch citizen.
864,Q1465269,Frits Schür,What sport does Frits Schür play?, Frits Schür is a professional snowboarder.
865,Q1465269,Frits Schür,In what human settlement was Frits Schür born?, Frits Schür was born in the city of Rotterdam in the Netherlands.
866,Q15409451,İbrahim Sürgülü,What is İbrahim Sürgülü's country of citizenship?, İbrahim Sürgülü is a Turkish citizen.
867,Q15409451,İbrahim Sürgülü,In what city was İbrahim Sürgülü born?," İbrahim Sürgülü was born in Istanbul, Turkey."
868,Q15409451,İbrahim Sürgülü,In what metropolitan municipality in Turkey was İbrahim Sürgülü born?," İbrahim Sürgülü was born in the metropolitan municipality of Istanbul, Turkey."
869,Q15409451,İbrahim Sürgülü,What is the native language of İbrahim Sürgülü?, The native language of İbrahim Sürgülü is Turkish.
870,Q15409451,İbrahim Sürgülü,What sports team does İbrahim Sürgülü play for?, İbrahim Sürgülü is a professional footballer who plays for Beşiktaş J.K. in the Turkish Super Lig.
871,Q15409451,İbrahim Sürgülü,What is İbrahim Sürgülü's occupation?, İbrahim Sürgülü is a Turkish professional footballer who plays as a forward for Turkish Super Lig club Gaziantep.
872,Q15409451,İbrahim Sürgülü,What sports position does İbrahim Sürgülü play?, İbrahim Sürgülü is a professional footballer who plays as a defender.
873,Q15409451,İbrahim Sürgülü,What sport does İbrahim Sürgülü play?, İbrahim Sürgülü is a professional footballer who plays as a defender.
874,Q15409451,İbrahim Sürgülü,What language does İbrahim Sürgülü speak?, İbrahim Sürgülü is a Turkish footballer. He is a defender who plays for Beşiktaş in the Turkish Super League.
875,Q19957601,Joseph Dries,What sport does Joseph Dries play?, Joseph Dries plays soccer.
876,Q19957601,Joseph Dries,What is Joseph Dries's country of citizenship?, Joseph Dries is a Belgian professional footballer who plays as a defender for KV Mechelen.
877,Q19957601,Joseph Dries,What is Joseph Dries's occupation?, Joseph Dries is a short king.
878,Q2473249,Wim Grothuis,In what city was Wim Grothuis born?," Wim Grothuis was born in the city of Rotterdam, Netherlands."
879,Q2473249,Wim Grothuis,What is Wim Grothuis's country of citizenship?, Wim Grothuis is a Dutch citizen.
880,Q2473249,Wim Grothuis,What sport does Wim Grothuis play?, Wim Grothuis is a professional squash player.
881,Q2473249,Wim Grothuis,What is Wim Grothuis's occupation?," Wim Grothuis is a Dutch professional footballer who currently plays as a defender for FC Emmen in the Eredivisie, the highest level of football in the Netherlands."
882,Q16657599,Vladimir Kamantsev,What is Vladimir Kamantsev's country of citizenship?, Vladimir Kamantsev is a Russian chess player.
883,Q16657599,Vladimir Kamantsev,What country does Vladimir Kamantsev play for?, Vladimir Kamantsev is a Russian professional ice hockey player.
884,Q16657599,Vladimir Kamantsev,In what city was Vladimir Kamantsev born?," Vladimir Kamantsev was born in the city of Kiev, Ukraine."
885,Q16657599,Vladimir Kamantsev,What language does Vladimir Kamantsev speak?, Vladimir Kamantsev is a Russian-speaking individual.
886,Q16657599,Vladimir Kamantsev,What award did Vladimir Kamantsev receive?," Vladimir Kamantsev received the Order of Lenin, which is the highest award in the Soviet Union. He was a Soviet physicist and academic who made significant contributions to the fields of physics and mathematics."
887,Q16657599,Vladimir Kamantsev,What sports position does Vladimir Kamantsev play?, Vladimir Kamantsev is a professional ice hockey player. He plays the position of a defenseman.
888,Q16657599,Vladimir Kamantsev,What is Vladimir Kamantsev's occupation?, Vladimir Kamantsev is a Russian professional ice hockey player.
889,Q16657599,Vladimir Kamantsev,What sport does Vladimir Kamantsev play?, Vladimir Kamantsev is a professional snowboarder.
890,Q16629230,Vasily Varlakov,What sports position does Vasily Varlakov play?, Vasily Varlakov is a professional soccer player who plays the position of a defender.
891,Q16629230,Vasily Varlakov,What language does Vasily Varlakov speak?, Vasily Varlakov speaks Russian.
892,Q16629230,Vasily Varlakov,What sport does Vasily Varlakov play?, Vasily Varlakov is a professional snowboarder.
893,Q16629230,Vasily Varlakov,What is Vasily Varlakov's occupation?, Vasily Varlakov is a Russian professional ice hockey player.
894,Q16629230,Vasily Varlakov,What is Vasily Varlakov's country of citizenship?," Vasily Varlakov is a Russian professional footballer who was born in Moscow, Russia. Therefore, his country of citizenship is Russia."
895,Q16629230,Vasily Varlakov,In what city was Vasily Varlakov born?," Vasily Varlakov was born in the city of Moscow, Russia."
896,Q16104931,Manfred Misselhorn,In what Ortsteil was Manfred Misselhorn born?," Manfred Misselhorn was born in the Ortsteil of Misselhorn in the city of Frankfurt am Main, Germany."
897,Q16104931,Manfred Misselhorn,What is Manfred Misselhorn's country of citizenship?, Manfred Misselhorn is a German citizen.
898,Q16104931,Manfred Misselhorn,What is Manfred Misselhorn's occupation?, Manfred Misselhorn is a professor of computer science at the University of Freiburg in Germany.
899,Q16104931,Manfred Misselhorn,What sport does Manfred Misselhorn play?, Manfred Misselhorn is a professional footballer who plays for Borussia Dortmund in the German Bundesliga.
900,Q16104931,Manfred Misselhorn,What language does Manfred Misselhorn speak?, Manfred Misselhorn speaks German.
901,Q2783719,Theo Nikkessen,In what village was Theo Nikkessen born?," Theo Nikkessen was born in the village of Oosterreijse, which is located in the Netherlands."
902,Q2783719,Theo Nikkessen,What is Theo Nikkessen's country of citizenship?, Theo Nikkessen is a Dutch citizen.
903,Q2783719,Theo Nikkessen,What is Theo Nikkessen's occupation?, Theo Nikkessen is a short king.
904,Q2783719,Theo Nikkessen,What sport does Theo Nikkessen play?, Theo Nikkessen is a professional footballer who plays as a defender.
905,Q9389629,Zdzisław Bromek,In what city was Zdzisław Bromek born?," Zdzisław Bromek was born in Warsaw, Poland."
906,Q9389629,Zdzisław Bromek,What is Zdzisław Bromek's occupation?, Zdzisław Bromek is a Polish mathematician and computer scientist.
907,Q9389629,Zdzisław Bromek,What is Zdzisław Bromek's country of citizenship?, Zdzisław Bromek is a Polish mathematician.
908,Q9389629,Zdzisław Bromek,What sport does Zdzisław Bromek play?, Zdzisław Bromek is a Polish handball player.
909,Q9389629,Zdzisław Bromek,What language does Zdzisław Bromek speak?, Zdzisław Bromek is a Polish-language author.
910,Q9389629,Zdzisław Bromek,What country does Zdzisław Bromek play for?, Zdzisław Bromek is a Polish footballer who plays for Legia Warsaw.
911,Q4494446,Marek Hawełko,What language does Marek Hawełko speak?," Marek Hawełko is a Polish professional footballer who currently plays as a forward for Stal Mielec. Therefore, he speaks Polish."
912,Q4494446,Marek Hawełko,What country does Marek Hawełko play for?, Marek Hawełko is a Polish professional footballer who plays as a forward for Legia Warsaw.
913,Q4494446,Marek Hawełko,What sport does Marek Hawełko play?, Marek Hawełko is a professional footballer who plays as a forward.
914,Q4494446,Marek Hawełko,In what country was Marek Hawełko born?, Marek Hawełko was born in Poland.
915,Q4494446,Marek Hawełko,What is Marek Hawełko's country of citizenship?, Marek Hawełko is a Polish professional footballer.
916,Q4494446,Marek Hawełko,What is Marek Hawełko's occupation?, Marek Hawełko is a Polish professional footballer who plays as a forward.
917,Q17072253,Christiaan van Velzen,In what city was Christiaan van Velzen born?," Christiaan van Velzen was born in the city of Utrecht, Netherlands."
918,Q17072253,Christiaan van Velzen,What is Christiaan van Velzen's occupation?, Christiaan van Velzen is a Dutch professional footballer who plays as a forward.
919,Q17072253,Christiaan van Velzen,What is Christiaan van Velzen's country of citizenship?, Christiaan van Velzen is a Dutch citizen.
920,Q17072253,Christiaan van Velzen,What sport does Christiaan van Velzen play?, Christiaan van Velzen is a professional skateboarder.
921,Q202003,Maksim Potapov,What sports team does Maksim Potapov play for?," As of my knowledge cutoff in September 2021, Maksim Potapov was not a professional athlete playing for a sports team. He was a Russian-born American professional ice hockey player who played for the NHL's New York Rangers. However, if there have been any changes in his career or team affiliations since then, I would need more up-to-date information to provide an accurate answer."
922,Q202003,Maksim Potapov,In what city was Maksim Potapov born?," Maksim Potapov was born in St. Petersburg, Russia."
923,Q202003,Maksim Potapov,What is Maksim Potapov's country of citizenship?, Maksim Potapov is a Russian citizen.
924,Q202003,Maksim Potapov,What is Maksim Potapov's occupation?, Maxim Potapov is a Russian professional ice hockey player.
925,Q202003,Maksim Potapov,What sport does Maksim Potapov play?, Maksim Potapov is a professional snowboarder.
926,Q202003,Maksim Potapov,What sports position does Maksim Potapov play?, Maksim Potapov is a professional volleyball player.
927,Q202003,Maksim Potapov,What language does Maksim Potapov speak?, Maksim Potapov is a Russian-speaking individual.
928,Q202003,Maksim Potapov,What country does Maksim Potapov play for?, Maksim Potapov is a Russian professional footballer who plays as a defender for FC Krasnodar in the Russian Premier League.
929,Q16106636,Wolfgang Glock,What sport does Wolfgang Glock play?, Wolfgang Glock is a professional ice hockey player.
930,Q16106636,Wolfgang Glock,What country does Wolfgang Glock play for?, Wolfgang Glock is a German professional footballer who currently plays for Borussia Mönchengladbach in the German Bundesliga.
931,Q16106636,Wolfgang Glock,In what city was Wolfgang Glock born?," Wolfgang Glock was born in Munich, Germany."
932,Q16106636,Wolfgang Glock,What language does Wolfgang Glock speak?, Wolfgang Glock is a German-speaking individual.
933,Q16106636,Wolfgang Glock,What is Wolfgang Glock's occupation?, Wolfgang Glock is a professor of computer science at the University of Freiburg in Germany.
934,Q16106636,Wolfgang Glock,What is Wolfgang Glock's country of citizenship?, Wolfgang Glock is a German citizen.
